Date,Amex,Arca,Bats-Y,Bats-Z,Boston,CHX,Edge-A,Edge-X,NSX,NYSE,Nasdaq,Phlx,MIAX,MEMX
20120103,,0.12295201837930751,0.24023528160467855,0.384594723155389,0.5687245944695496,0.155031708967941,0.1761048049516137,0.29955455284392396,0.12571967579811838,,0.43138616661546586,0.4745703433814177,,
20120104,,0.0917191590972731,0.1835175777034095,0.2867884557832092,0.40346041938223476,0.13038376942576263,0.12745838788363362,0.2145290019814019,0.10655582506388987,,0.31964981985633634,0.3801413107237314,,
20120105,,0.08993024090891656,0.18192182916919047,0.26817701894784846,0.37392624007383873,0.14897887032033574,0.10729923058511305,0.20924289233030344,0.10803851236582027,,0.3184316543624431,0.39209371138769045,,
20120106,,0.08663324843640337,0.1841397710408431,0.30115464681523363,0.3844368115063659,0.11939676741123091,0.11225379741718373,0.20523977538740512,0.10286406483248242,,0.31573200790408285,0.39733595852639464,,
20120109,,0.08679520774467633,0.17959756010743,0.25585257015137686,0.3504780243028433,0.14090880548876408,0.09829990635775315,0.17986267380453025,0.07510693078564047,,0.2918425099430293,0.2972359672291376,,
20120110,,0.09842522073222956,0.23109027778506566,0.32385394779507815,0.46463928200466087,0.13705084781155102,0.14313740926274113,0.22108960287067947,0.07953198104219789,,0.3301176811382642,0.4113272644868083,,
20120111,,0.08630569036979066,0.20602636770972868,0.30795824791557563,0.39870749948597933,0.10923162395031737,0.11756085724049227,0.1902201457739912,0.07474621162728819,,0.3194390304023996,0.35943025340138596,,
20120112,,0.09008124973482919,0.22669123795895818,0.3069460500941864,0.4369119321656335,0.12603591888399848,0.12793957421230664,0.21310180255463113,0.08023652577890544,,0.31662158411597036,0.36854491966514286,,
20120113,,0.08607955732474458,0.18293774160323914,0.2664155782608915,0.34843961358859266,0.11984010792760803,0.09496769495957381,0.1743324512421475,0.068709629941696,,0.2932125484745241,0.38596860057321375,,
20120117,,0.09666866393108552,0.2320942022427496,0.3729498022511344,0.5142575294190915,0.10918578205204928,0.13015136593132937,0.2305313595775546,0.0742443765364753,,0.31095300725826786,0.3697136689846634,,
20120118,,0.1071227507274219,0.20642102277376,0.3488325021570036,0.49245962182139036,0.1456949869286315,0.12528276628990273,0.22897843301639015,0.07983312504660989,,0.30834786404093933,0.3797329628219424,,
20120119,,0.11649194137456041,0.23631868303641843,0.34954660960385703,0.447744967660839,0.13692816419871912,0.1622556510848867,0.253510115285583,0.07994188354279363,,0.3230101697006067,0.4095349566173948,,
20120120,,0.1172039732296385,0.24766001433023405,0.35468114961523045,,0.18402695498293656,0.15381791761921362,0.23424904840078856,0.07203986094921747,,,,,
20120123,,0.12101442529994552,0.19803076816662069,0.3352659222011542,0.3479398548094445,0.15057988448353585,0.12991777193976037,0.22365019028236327,0.0597405198241849,,0.28678093731414567,0.36216750974871614,,
20120124,,0.09316042744438294,0.1727167729095591,0.29599904072458316,0.38815212764416224,0.1144428991183163,0.11201885112704846,0.1897970187868901,0.055899797435016836,,0.26459383982329865,0.23617358099384636,,
20120125,,,0.2133230489761031,0.2997852953894898,0.3901678162681378,0.2533393106483111,0.1130112379672391,0.20318843224825342,0.08789946837289705,,0.34661490752316915,0.3807255983443366,,
20120126,0.2875115945903696,0.1221585570238814,0.18821824444171725,0.3165811701268,0.3532164840836098,0.17184471392531492,0.13189771918887283,0.19483170801052585,0.06578500870757632,,0.3703169944351446,0.4248542073454913,,
20120127,0.45369998260395855,0.08941007195967295,0.19262845281508156,0.27550045418717706,0.42240315016253455,0.14157458014535612,0.1252996880562037,0.18202914535753484,0.06420383197914721,,0.2873710821509978,0.2822934519433194,,
20120130,2.2112547538647003,0.10301061793955273,0.23874316187692743,0.32753046979960065,0.3845515877497065,,0.14052708958924298,0.2306411734310733,0.07771134111548113,,0.33826501171051926,0.2953930209253914,,
20120131,1.454658662330672,0.10446483285023869,0.1695642841040552,0.27906702285538343,0.3376888859161183,0.2164621815612148,0.11944258029746707,0.1900376638725662,0.07272269851260453,,0.3094108496958448,0.3062295635581494,,
20120201,0.21264367816091953,0.11892536825410445,0.22978530793542143,0.37342329619998904,0.42838581716102353,0.1612174597998033,0.15790688945418263,0.2621347584612307,0.08948191004954659,,0.33575072334840195,0.3454345118489822,,
20120202,0.1529255319148936,0.11479215093052417,0.18219611493585688,0.3419525381582323,0.41827276355553306,0.15452184965921595,0.16463853773041034,0.27185434801901204,0.07233118522666745,,0.30797855027709503,0.35009609938445396,,
20120203,0.1810310901219992,0.13084123860334096,0.17142029499048278,0.3668228205201577,0.3609204954192668,0.35635760547510065,0.1599887701635529,0.254597077488476,0.08755383940135648,,0.3321346958766854,0.2711787839883228,,
20120206,0.40465351542741523,0.07973158828460736,0.14323713225220355,0.30119635431578085,0.26230286010282144,0.14997097946340424,0.12627088635126998,0.20761854890120185,0.05996325437270501,,0.235034291552782,0.17440069817288187,,
20120207,0.5891016200294551,0.09455594720046628,0.14213221579893856,0.31099649471348245,0.31798446967614435,0.1657536299303985,0.1370426280142297,0.23081385607491606,0.07207716061452737,,0.28683417622463536,0.20803166775493398,,
20120208,1.0477504875198977,0.06732189535103963,0.14606769037720138,0.3140970348970723,0.33777737465924423,0.15849725741827383,0.14215155120516498,0.21860640605297066,0.05782547539123217,,0.2777892434385471,0.21398877370958963,,
20120209,0.804808193118429,0.08782004802991752,0.10887568114505267,0.26183700513872443,0.23118418318091002,0.15121387533654776,0.11154206928354353,0.16933783780436693,0.04971519248405321,,0.23478800976034928,0.15825707359031038,,
